,locus_tag,product
1823,AFUA_7G04080,"3-ketoacyl-CoA thiolase, peroxisomal"
1824,AFUA_7G04150,Mitochondrial import inner membrane translocase subunit TIM16
1825,AFUA_7G04190,Sphingolipid C9-methyltransferase
1826,AFUA_7G04280,U6 snRNA-associated Sm-like protein LSm5
1827,AFUA_7G04430,Regulator of ribosome biosynthesis
1828,AFUA_7G04460,Geranylgeranyl transferase type-2 subunit beta
1829,AFUA_7G04480,DNA mismatch repair protein MSH3
1830,AFUA_7G04490,Small ribosomal subunit protein eS28
1831,AFUA_7G04500,ATP phosphoribosyltransferase
1832,AFUA_7G04640,PHO85 cyclin-7
1833,AFUA_7G04650,Proteasome subunit beta type-1
1834,AFUA_7G04690,FAD-linked sulfhydryl oxidase ERV2
1835,AFUA_7G04860,Dimethyladenosine transferase
1836,AFUA_7G05210,CTP synthase
1837,AFUA_7G05270,COMPASS component SDC1
1838,AFUA_7G05290,Small ribosomal subunit protein uS15
1839,AFUA_7G05310,Splicing factor U2AF large subunit
1840,AFUA_7G05320,N-glycosylase/DNA lyase
1841,AFUA_7G05360,FACT complex subunit POB3
1842,AFUA_7G05370,Cell division control protein 3
1843,AFUA_7G05470,"Electron transfer flavoprotein subunit alpha, mitochondrial"
1844,AFUA_7G05510,Chromatin structure-remodeling complex protein RSC8
1845,AFUA_7G05540,GPI inositol-deacylase
1846,AFUA_7G05590,U6 small nuclear RNA (adenine-(43)-N(6))-methyltransferase
1847,AFUA_7G05660,Elongation factor 3
1848,AFUA_7G05670,Ribose-phosphate pyrophosphokinase 1
1849,AFUA_7G05680,Siroheme synthase
1850,AFUA_7G05720,"Dihydrolipoyllysine-residue acetyltransferase component of pyruvate dehydrogenase complex, mitochondrial"
1851,AFUA_7G05740,"Malate dehydrogenase, mitochondrial"
1852,AFUA_7G05800,"Fructose-2,6-bisphosphatase"
1853,AFUA_7G05870,Proteasome subunit alpha type-2
1854,AFUA_7G05920,Acyl-CoA desaturase
1855,AFUA_7G05930,metallopeptidase MepB
1856,AFUA_7G05950,Myosin regulatory light chain CDC4
1857,AFUA_7G05980,Small nuclear ribonucleoprotein E
1858,AFUA_7G06090,Acyl-coenzyme A oxidase
1859,AFUA_7G06270,Cyanamide hydratase
1860,AFUA_7G06380,Maltase
1861,AFUA_8G00590,Delta 8-(E)-sphingolipid desaturase
1862,AFUA_8G00850,Dihydroorotase
1863,AFUA_8G01070,Delta(7)-sterol 5(6)-desaturase ERG3C
1864,AFUA_8G01090,Thioredoxin
1865,AFUA_8G01970,Endopolygalacturonase B
1866,AFUA_8G02000,D-xylulose reductase
1867,AFUA_8G02440,C-4 methylsterol oxidase ERG25A
1868,AFUA_8G02560,Glyceraldehyde-3-phosphate dehydrogenase
1869,AFUA_8G02730,Translation machinery-associated protein 22
1870,AFUA_8G02750,rRNA processing protein CgrA
1871,AFUA_8G02770,Cytidine deaminase
1872,AFUA_8G02840,Dynamin-related protein DNM1
1873,AFUA_8G02860,AMP deaminase
1874,AFUA_8G03880,Alanine--tRNA ligase
1875,AFUA_8G03890,Peptidyl-prolyl cis-trans isomerase H
1876,AFUA_8G03920,Cyclin-dependent kinases regulatory subunit
1877,AFUA_8G03930,Ribosome-associated molecular chaperone SSB1
1878,AFUA_8G03980,MIP18 family protein
1879,AFUA_8G03990,Pre-mRNA-splicing factor CWF10
1880,AFUA_8G04000,"Acetyl-CoA acetyltransferase ERG10B, cytosolic"
1881,AFUA_8G04070,Glucosamine-6-phosphate deaminase
1882,AFUA_8G04080,Betaine aldehyde dehydrogenase
1883,AFUA_8G04100,N-acetylglucosamine-6-phosphate deacetylase
1884,AFUA_8G04260,Translocation protein SEC66
1885,AFUA_8G04270,ATPase histone chaperone YTA7
1886,AFUA_8G04340,Cystathionine gamma-lyase
1887,AFUA_8G04350,DNA-directed RNA polymerase III subunit RPC8
1888,AFUA_8G04430,Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit STT3
1889,AFUA_8G04460,Cytoplasmic dynein 1 intermediate chain 1
1890,AFUA_8G04500,Dolichyl-phosphate-mannose--protein mannosyltransferase 4
1891,AFUA_8G04510,Pirin
1892,AFUA_8G04520,Actin cytoskeleton-regulatory complex protein SLA1
1893,AFUA_8G04640,rRNA processing protein RCL1
1894,AFUA_8G04650,"3-hydroxyanthranilate 3,4-dioxygenase"
1895,AFUA_8G04740,Pre-mRNA-splicing helicase BRR2
1896,AFUA_8G04750,"DNA mismatch repair protein MSH1, mitochondrial"
1897,AFUA_8G04770,Acetoacetyl-CoA synthetase
1898,AFUA_8G04780,Peroxisomal membrane protein 4
1899,AFUA_8G04790,Ribosome biogenesis protein RPF2
1900,AFUA_8G04800,"Valine--tRNA ligase, mitochondrial"
1901,AFUA_8G04810,Casein kinase II subunit alpha
1902,AFUA_8G04960,Small nuclear ribonucleoprotein G
1903,AFUA_8G05140,Endoplasmic reticulum oxidoreductin-1
1904,AFUA_8G05160,Peroxisomal membrane protein PEX13
1905,AFUA_8G05200,Cysteine synthase 2
1906,AFUA_8G05240,Peroxisomal targeting signal receptor
1907,AFUA_8G05300,DNA-directed RNA polymerase II subunit RPB7
1908,AFUA_8G05310,2-hydroxy-palmitic acid dioxygenase MPO1
1909,AFUA_8G05320,"ATP synthase subunit alpha, mitochondrial"
1910,AFUA_8G05330,Methylenetetrahydrofolate dehydrogenase [NAD(+)]
1911,AFUA_8G05350,ER membrane protein complex subunit 3
1912,AFUA_8G05440,"ATP synthase subunit 4, mitochondrial"
1913,AFUA_8G05500,COP9 signalosome complex subunit 4
1914,AFUA_8G05530,Fumarate reductase
1915,AFUA_8G05560,Protein phosphatase PP2A regulatory subunit B
1916,AFUA_8G05580,Acetyl-CoA hydrolase
1917,AFUA_8G05630,Chitin synthase F
1918,AFUA_8G05660,Myosin-1
1919,AFUA_8G06020,Glutamate decarboxylase
1920,AFUA_8G06540,Ornithine decarboxylase
1921,AFUA_8G06550,Carbonic anhydrase
1922,AFUA_8G07070,Alpha-glucosidase
1923,AFUA_8G07130,"Peroxiredoxin PRX1, mitochondrial"
1924,AFUA_8G07210,Hydroxymethylglutaryl-CoA synthase ERG13A
